Marca,Modelo,Detalle Modelo,Tracción,Transmisión,Combustible,Cilindrada,Carrocería,Código Informe Técnico,Fecha de Homologación,Categoría del Vehículo,Empresa que realizó la Homologación,Norma,CO2 g/km,Rendimiento km/l Ciudad,Rendimiento km/l Carretera,Rendimiento km/l Mixto
Peugeot,5008 Active,"5008 Active 1,6 Lts. e-Hdi SOHC (112 hp) Sation Wagon 5P. T/M Motor Diesel",4x2,M,Diesel,1.6,Station Wagon,PG4515E51211S01-1,,LPD,Peugeot Chile S.A.,EURO V,"139,00","16,80","20,50","20,00"
Peugeot,508 Confort,"508 Confort 1,6 Lts. HDi 112HP SOHC CMP Sedan 4P. T/M Motor Diesel",4x2,M,Diesel,1.6,Sedan,PG4167E50411S01-0,,LPD,Peugeot Chile S.A.,EURO V,"127,00","17,00","23,80","20,80"
Peugeot,508 GT,"508 GT 2,2 Lts. Hdi 204 HP DOHC Sedan 4P. T/A Motor Diesel",4x2,A,Diesel,2.2,Sedan,PG4672E50512S00-2,9/4/12,LPD,Peugeot Chile S.A.,EURO V,"159,00","12,00","21,30","16,60"
Peugeot,508 RXH,"508 RXH 2,0 Lts. Blue-Hdi 180 HP Station Wagon 5P. T/A Diesel",4x2,A,Diesel,2,Station Wagon,PG5987E61014S00-K,3/27/15,LPO,Peugeot Chile S.A.,EURO VI,"112,00","19,30","23,90","21,80"
Peugeot,Nueva Tepee Outdoor,"Nueva Tepee Outdoor Allure 1,6 Lts. Hdi 92 HP Station Wagon 5P. 7 Asientos T/M Motor Diesel",4x2,M,Diesel,1.6,Station Wagon,PG4339E50715S02-K,24-07-15 (Ext.),LPD,Peugeot Chile S.A.,EURO V,"143,00","16,10","20,90","18,90"
Peugeot,RCZ,"RCZ 1,6 Lts. DOHC Coupe 2P. T/A Motor Otto",4x2,A,Gasolina,1.6,Coupé,PG3499E50713S00-9,7/7/10,LPO,Peugeot Chile S.A.,EURO V,"174,00","9,70","18,20","13,70"
Peugeot,RCZ,"RCZ 1,6 Lts. DOHC Coupe 2P. T/M Motor Otto",4x2,M,Gasolina,1.6,Coupé,PG3503E50713S00-9,9/9/10,LPO,Peugeot Chile S.A.,EURO V,"163,00","11,00","17,90","14,50"
Peugeot,RCZ Premier,"RCZ Premier 1,6 Lts. DOHC Coupe 2P. T/A Motor Otto",4x2,A,Gasolina,1.6,Coupé,PG3499E50713S01-2,,LPO,Peugeot Chile S.A.,EURO V,"174,00","9,70","18,20","13,70"
Peugeot,RCZ Premier,"RCZ Premier 1,6 Lts. DOHC Coupe 2P. T/M Motor Otto",4x2,M,Gasolina,1.6,Coupé,PG3503E50713S01-2,,LPO,Peugeot Chile S.A.,EURO V,"163,00","11,00","17,90","14,90"
Peugeot,RCZ-R,"RCZ-R 1,6 Lts. THP 270HP DOHC Coupe 2P T/M Motor Otto",4x2,M,Gasolina,1.6,Coupé,PG5729E60514S00-3,7/23/14,LPO,Peugeot Chile S.A.,EURO VI,"150,00","11,90","19,60","15,90"
Peugeot,Tepee Outdoor,"Tepee Outdoor 1,6 Lts. HDi SWOHC 92 HP Station Wagon 5P. T/M Motor Diesel",4x2,M,Diesel,1.6,Station Wagon,PG4339E50711S00-9,8/17/11,LPD,Peugeot Chile S.A.,EURO V,"149,00","15,20","19,50","17,70"
Peugeot,Tepee Outdoor Full,"Tepee Outdoor Full 1,6 Lts. HDi SWOHC 92 HP Station Wagon 5P. T/M Motor Diesel",4x2,M,Diesel,1.6,Station Wagon,PG4339E50711S01-2,,LPD,Peugeot Chile S.A.,EURO V,"149,00","15,20","19,50","17,70"
Peugeot,308,"308 1,6 Lts. Blue-HDi 120HP Hatch Back 5P. T/A Diesel",4x2,A,Diesel,1.6,Hatch Back,PG6153E60315S00-8,6/26/15,LPD,Peugeot Chile S.A.,EURO VI,"110,00","21,10","26,20","24,10"
Peugeot,308,"308 1,6 Lts. Blue-HDi 120HP Station Wagon 5P. T/A Diesel",4x2,A,Diesel,1.6,Station Wagon,PG6153E60315S01-1,,LPD,Peugeot Chile S.A.,EURO VI,"110,00","21,10","26,20","24,10"
Peugeot,3008,"3008 1,6 Lts. Blue Hdi 120HP. Station Wagon 5P. T/A Diesel",4x2,A,Diesel,1.6,Station Wagon,PG6216E60515S00-8,8/4/15,LPD,Peugeot Chile S.A.,EURO VI,"140,00","14,90","22,40","18,90"
Peugeot,3008,"3008 1,6 Lts. Blue Hdi 120HP. Station Wagon 5P. T/M Diesel",4x2,M,Diesel,1.6,Station Wagon,PG6173E60415S00-6,7/2/15,LPD,Peugeot Chile S.A.,EURO VI,"122,00","17,80","24,60","21,60"
Porsche,911 Carrera 4 GTS,"911 Carrera 4 GTS 3,8 Lts. Coupe 2P. 4x4 T/A Otto",4x4,A,Gasolina,3.8,Coupe,PO6207E50515S00-1,6/22/15,LPO,Ditec Automoviles S.A.,EURO V,"220,00","8,00","14,10","11,00"
Porsche,911 Carrera 4 GTS Cabrio,"911 Carrera 4 GTS Cabrio 3,8 Lts. Cabriolet 2P. 4x4 T/A Otto",4x4,A,Gasolina,3.8,Cabriolet,PO6207E50515S01-5,,LPO,Ditec Automoviles S.A.,EURO V,"220,00","8,00","14,10","10,90"
Porsche,911 Carrera 4S,"911 Carrera 4S 3,8 Lts. DOHC Cabriolet 2P. T/A 4x4 Motor Otto",4x4,A,Gasolina,3.8,Cabriolet,PO5734E50514S03-4,,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"211,00","7,80","14,10","10,90"
Porsche,911 Carrera 4S,"911 Carrera 4S 3,8 Lts. DOHC Coupé 2P. T/A 4x4 Motor Otto",4x4,A,Gasolina,3.8,Coupé,PO5734E50514S02-0,,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"207,00","7,90","14,30","11,00"
Porsche,911 Carrera 4S Coupé,"911 Carrera 4S Coupé 3,8 Lts. 2P. T/M Otto",CT,M,Gasolina,3.8,Coupe,PO6249E50615S01-3,,LPO,Porsche Chile SPA,EURO V,"233,00","7,00","13,30","10,10"
Porsche,911 Carrera GTS,"911 Carrera GTS 3,8 Lts. Coupe 2P. 4x2 T/A Otto",4x4,A,Gasolina,3.8,Coupe,PO6207E50515S02-9,,LPO,Ditec Automoviles S.A.,EURO V,"208,00","8,20","14,90","11,50"
Porsche,911 Carrera GTS Cabrio,"911 Carrera GTS Cabrio 3,8 Lts. Cabriolet 2P. 4x2 T/A Otto",4x4,A,Gasolina,3.8,Cabriolet,PO6207E50515S03-2,,LPO,Ditec Automoviles S.A.,EURO V,"213,00","8,10","14,50","11,20"
Porsche,911 Carrera S,"911 Carrera S 3,8 Lts. DOHC Cabriolet 2P. T/A 4x2 Motor Otto",CT,A,Gasolina,3.8,Cabriolet,PO5734E50514S01-7,,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"204,00","8,10","14,50","11,20"
Porsche,911 Carrera S,"911 Carrera S 3,8 Lts. DOHC Coupé 2P. T/A 4x2 Motor Otto",CT,A,Gasolina,3.8,Coupé,PO5734E50514S00-3,6/12/14,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"199,00","8,20","14,90","11,50"
Porsche,911 Carrera S Coupé,"911 Carrera S Coupé 3,8 Lts. 2P. T/M Otto",CT,M,Gasolina,3.8,Coupe,PO6249E50615S00-K,8/11/15,LPO,Porsche Chile SPA,EURO V,"228,00","7,20","14,00","10,50"
Porsche,911 GT3,"911 GT3 3,8 Lts. DOHC Coupé 2P. T/A Motor Otto",CT,A,Gasolina,3.8,Coupé,PO5635E50614S00-4,7/22/14,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"301,00","5,30","11,20","8,10"
Porsche,911 Targa 4S,"911 Targa 4S 3,8 Lts. DOHC Cabriolet 2P. T/A Motor Otto",4x4,A,Gasolina,3.8,Cabriolet,PO5849E50714S00-7,8/19/14,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"214,00","7,90","14,10","10,90"
Porsche,911 Turbo,"911 Turbo 3,8 Lts. DOHC Coupé 2P. T/A 4x4 Motor Otto",4x4,A,Gasolina,3.8,Coupé,PO5634E50314S00-1,4/29/14,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"228,00","7,50","12,80","10,10"
Porsche,911 Turbo,"911 Turbo 3,8 Lts. DOHC Cabriolet 2P. T/A 4x4 Motor Otto",4x4,A,Gasolina,3.8,Cabriolet,PO5634E50314S01-5,,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"228,00","7,50","12,80","10,10"
Porsche,911 Turbo S,"911 Turbo S 3.8 Lts., DOHC Cabriolet 2P. T/A 4x4 Motor Otto",4x4,A,Gasolina,3.8,Cabriolet,PO5482E51213S01-8,,LPO,Ditec Automoviles S.A,EURO V,"228,00","7,50","13,00","10,30"
Porsche,911 Turbo S,"911 Turbo S 3.8 Lts., DOHC Coupe 2P. T/A 4x4 Motor Otto",4x4,A,Gasolina,3.8,Coupé,PO5482E51213S00-4,1/15/14,LPO,Ditec Automoviles S.A,EURO V,"228,00","7,60","13,00","10,30"
Porsche,918 Spyder,"918 Spyder 4,6 Lts. DOHC Cabriolet 2P. T/A Vehículo Híbrido Eléctrico",4x4,A,Eléctrico/Híbrido,4.6,Cabriolet,PO6023E51014S00-3,12/18/14,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"70,00","0,00","14,70","33,30"
Porsche,Boxster 981,"Boxster 981 2,7 Lts. DOHC Cabriolet 2P. T/A Motor Otto",CT,A,Gasolina,2.7,Cabriolet,PO4796E50613S00-7,9/10/12,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"180,00","9,40","16,90","13,00"
Porsche,Boxster GTS,"Boxster GTS 3,4 Lts. DOHC Cabriolet 2P T/A Motor Otto",CT,A,Gasolina,3.4,Cabriolet,PO5878E50814S00-4,9/10/14,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"195,00","8,80","15,90","12,20"
Porsche,Boxster S,"Boxster S 3,4 Lts. DOHC Cabriolet 2P T/A Motor Otto",CT,A,Gasolina,3.4,Cabriolet,PO5762E50514S00-6,8/29/14,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"195,00","8,90","16,10","12,50"
Porsche,Cayman GTS,"Cayman GTS 3,5 Lts. DOHC Coupé 3P. T/A MotorOtto",CT,A,Gasolina,3.5,Coupé,PO5963E50914S00-5,10/20/14,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"190,00","8,80","15,90","12,20"
Porsche,Cayman PDK,"Cayman PDK 2,7 Lts. DOHC Coupe 3P. T/A Motor Otto",CT,A,Gasolina,2.7,Coupé,PO5172E50413S00-9,5/28/13,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"186,00","9,40","16,90","13,00"
Porsche,Cayman S PDK,"Cayman S PDK 3,4 Lts. DOHC Coupe 3P. T/A Motor Otto",CT,A,Gasolina,3.4,Coupé,PO5108E50313S00-0,5/7/13,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"195,00","8,90","16,10","12,50"
Porsche,Macan R4,"Macan R4 2,0 Lts. DOHC Station Wagon 5P. 4x4 T/A Motor Otto",4x4,A,Gasolina,2,Station Wagon,PO5793E50614S00-4,7/16/14,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"168,00","11,90","15,40","13,90"
Porsche,Macan S,"Macan S 3,0 Lts. DOHC Station Wagon 5P. 4x4 T/A Motor Otto",4x4,A,Gasolina,3,Station Wagon,PO5682E50414S00-2,5/30/14,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"210,00","8,80","13,70","11,50"
Porsche,Macan Turbo,"Macan Turbo 3,6 Lts. DOHC Station Wagon 5P. 4x4 T/A Motor Otto",4x4,A,Gasolina,3.6,Station Wagon,PO5681E50414S00-7,6/30/14,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"208,00","8,70","13,30","11,20"
Porsche,Panamera,"Panamera 3,0 Lts. V6 DOHC Sedan 4P. T/A Motor Diesel",CT,A,Diesel,3,Sedan,PO4602E50312S00-2,5/17/12,LPD,Comercializadora Ditec Automóviles S.A.,EURO V,"170,00","12,30","18,20","15,90"
Porsche,Panamera 4S,"Panamera 4S 3,0 Lts. DOHC Sedan 4P. T/A Motor Otto",AWD,A,Gasolina,3,Sedan,PO5279E50713S01-1,,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"208,00","8,20","13,90","11,20"
Porsche,Panamera GTS,"Panamera GTS 4,8 Lts. DOHC Sedan 5P. T/A Motor Otto",4x4,A,Gasolina,4.8,Sedan,PO5039E50113S00-8,3/1/13,LPO,Ditec Automoviles S.A,EURO V,"250,00","6,30","12,50","9,20"
Porsche,Panamera S,"Panamera S 3,0 Lts. DOHC Sedan 4P. T/A Motor Otto",AWD,A,Gasolina,3,Sedan,PO5279E50713S00-8,8/21/13,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"204,00","8,40","14,50","11,50"
Porsche,Panamera S E-Hybrid,"Panamera S E-Hybrid 3,0 Lts. DOHC Sedan 5P. T/A Vehículo Híbrido Eléctrico",4x4,A,Eléctrico/Híbrido,3,Sedan,PO5481E51213S00-9,2/6/14,LPH,Comercializadora Ditec Automóviles S.A.,EURO V,"72,00","0,00","13,50","32,30"
Porsche,Panamera Turbo,"Panamera Turbo 4,8 Lts. DOHC Sedan 4P. 4x4 T/A Motor Otto",4x4,A,Gasolina,4.8,Sedan,PO5812E50614S00-6,7/17/14,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"248,00","6,70","12,80","9,70"
Porsche,Panamera V6,"Panamera V6 3,6 Lts. DOHC Sedan 4P. T/A Motor Otto",CT,A,Gasolina,3.6,Sedan,PO5803E50614S00-7,8/26/14,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"198,00","8,90","14,70","11,90"
Porsche,Boxter Spyder,"Boxter Spyder 3,8 Lts. Cabriolet 2P. T/M Motor Otto",CT,M,Gasolina,3.8,Cabriolet,PO6311E50715S01-9,,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"247,00","6,80","12,80","9,70"
Porsche,Cayman GT4,"Cayman GT4 3,8 Lts. Coupé 3P. T/M Motor Otto",CT,M,Gasolina,3.8,Coupé,PO6311E50715S00-5,9/10/15,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"247,00","6,80","12,80","9,70"
Renault,Captur,"Captur 0,9 Lts. Hatch Back 5P. T/M Otto",4x2,M,Gasolina,0.9,Hatch Back,RN6324E60815S00-2,9/11/15,LPO,Industria Automotriz Francomecánica S.A.,EURO VI,"148,00","11,90","20,10","16,00"
Renault,Captur,"Captur 1,2 Lts., Turbo DOHC Station 5P. T/A Motor Otto",4x2,A,Gasolina,1.2,Station Wagon,RN5486E51213S00-6,1/15/14,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"142,00","13,20","19,80","16,70"
Renault,Captur,"Captur 1,5 Lts. SOHC Station Wagon 5P. T/M Motor Diesel",4x2,M,Diesel,1.5,Station Wagon,RN5667E50414S00-0,5/22/14,LPD,Industria Automotríz Francomecánica S.A.,EURO V,"95,00","23,70","30,50","27,60"
Renault,Clio IV,"Clio IV 1,2 Lts. DOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,1.2,Hatch Back,RN5449E51113S00-5,1/3/14,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"137,00","13,00","21,60","17,40"
Renault,Clio IV,"Clio IV 0,9 Lts. Hatch Back 5P. T/M Otto",4x2,M,Gasolina,0.9,Hatch Back,RN6193E60415S00-5,6/12/15,LPO,Industria Automotriz Francomecánica S.A.,EURO VI,"136,00","13,20","21,30","17,40"
Renault,Clio IV,"Clio IV 1,2 Lts. Hatch Back 5P. T/M Otto",4x2,M,Gasolina,1.2,Hatch Back,RN6215E60515S00-2,7/14/15,LPO,Industria Automotriz Francomecánica S.A.,EURO VI,"130,00","13,90","20,40","17,50"
Renault,Clio IV,"Clio IV 0,9 Lts., Turbo DOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,0.9,Hatch Back,RN5440E51213S00-5,1/7/14,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"123,00","15,10","23,10","19,30"
Renault,Clio RS Sport,"Clio RS Sport 1,6 Lts. DOHC Hatch Back 5P. T/A Motor Otto",CT,A,Gasolina,1.6,Hatch Back,RN5625E50314S00-2,4/25/14,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"153,00","11,60","18,50","15,10"
Renault,Duster,"Duster 2,0 Lts. DOHC Station Wagon 5P. T/M 4x4 Motor Otto",4x4,M,Gasolina,2,Station Wagon,RN5697E50414S00-4,9/4/14,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"236,00","7,20","13,10","10,10"
Renault,Duster,"Duster 2,0 Lts. DOHC Station Wagon 5P. T/M 4x2 Motor Otto",4x2,M,Gasolina,2,Station Wagon,RN5696E50414S00-9,8/6/14,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"209,00","8,80","13,70","11,40"
Renault,Duster,"Duster 1,6 Lts. DOHC Station Wagon 5P. T/M 4x2 Motor Otto",4x2,M,Gasolina,1.6,Station Wagon,RN5695E50514S00-2,6/4/14,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"183,00","10,30","15,30","13,00"
Renault,Fluence,"Fluence 1,6 Lts. DOHC Sedan 4P. T/M Motor Otto",4x2,M,Gasolina,1.6,Sedan,RN5740E50514S01-K,,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"158,00","11,20","18,20","14,70"
Renault,Fluence,"Fluence 2,0 Lts. DOHC Sedan 4P. T/M Motor Otto",4x2,M,Gasolina,2,Sedan,RN3490E50913S00-8,6/25/10,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"183,00","9,20","17,10","13,00"
Renault,Fluence,"Fluence 2,0 Lts. DOHC Sedan 4P. T/A CVT Motor Otto",4x2,A,Gasolina,2,Sedan,RN5702E50414S00-K,5/23/14,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"188,00","9,20","15,90","12,50"
Renault,Fluence,"Fluence 2,0 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,2,Sedan,RN3497E50609S00-4,6/30/10,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"192,00","9,30","15,30","12,40"
Renault,Koleos,"Koleos 2,5 Lts., DOHC Station Wagon 5P, T/A 4x4 Motor Otto",4x4,A,Gasolina,2.5,Station Wagon,RN5521E50114S00-9,2/28/14,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"253,00","7,80","10,70","9,40"
Renault,Koleos,"Koleos 2,5 Lts., DOHC Station 5P, T/M 4x4 Motor Otto",4x4,M,Gasolina,2.5,Station Wagon,RN5453E51213S00-6,1/15/14,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"225,00","8,10","12,90","10,60"
Renault,Koleos,"Koleos 2,5 Lts. DOHC Station 5P. T/M Motor Otto",4x2,M,Gasolina,2.5,Station Wagon,RN2898E51013S00-K,7/10/08,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"225,00","8,10","13,00","10,60"
Renault,Koleos,"Koleos 2,5 Lts. DOHC Station Wagon 5P. T/A Motor Otto",4x2,A,Gasolina,2.5,Station Wagon,RN5701E50414S00-4,5/28/14,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"210,00","8,70","13,20","11,10"
Renault,Koleos,"Koleos 2,0 Lts. DOHC Station Wagon 5P. T/A Tipo CVT Motor Otto",4x2,A,Gasolina,2,Station Wagon,RN5748E50514S00-K,7/9/14,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"212,00","8,90","13,20","11,20"
Renault,Koleos,"Koleos 2,0 Lts. DOHC Station Wagon 5P. T/A 4x4 Motor Diesel",4x4,A,Diesel,2,Station Wagon,RN5648E50314S00-8,4/25/14,LPD,Industria Automotríz Francomecánica S.A.,EURO V,"186,00","11,10","16,40","13,90"
Renault,Koleos,"Koleos 2,0 Lts. DOHC Station Wagon 5P. T/M 4x2 Motor Diesel",4x2,M,Diesel,2,Station Wagon,RN5647E50314S00-2,4/30/14,LPD,Industria Automotríz Francomecánica S.A.,EURO V,"150,00","14,10","20,00","17,20"
Renault,Latitud,"Latitud 3,5 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,3.5,Sedan,RN3469E51213S00-8,6/17/10,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"247,00","6,70","13,00","9,60"
Renault,Megane,"Megane 2,0 Lts. DOHC Hatch Back 5P. T/A Motor Otto",4x2,A,Gasolina,2,Hatch Back,RN3497E50609S01-8,,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"192,00","9,30","15,30","12,40"
Renault,Megane III,"Megane III 2,0 Lts. DOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,2,Hatch Back,RN3490E50913S01-1,,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"183,00","9,20","17,10","13,00"
Renault,Megane III,"Megane III 2,0 Lts. DOHC Hatch Back 5P. T/A CVT Motor Otto",4x2,A,Gasolina,2,Hatch Back,RN5702E50414S01-3,,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"188,00","9,20","15,90","12,50"
Renault,Megane III,"Megane III 1,6 Lts. DOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,1.6,Hatch Back,RN5740E50514S00-6,7/10/14,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"158,00","11,20","18,20","14,70"
Renault,Megane III RS,"Megane III RS 2,0 Lts. DOHC Coupe 3P. T/M Motor Otto",4x2,M,Gasolina,2,Coupé,RN3779E50813S00-K,12/1/10,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"201,00","8,70","14,90","11,90"
Renault,Megane III RS,"Megane III RS Trophy 2,0 Lts. DOHC Coupe 3P. T/M Motor Otto",4x2,M,Gasolina,2,Coupé,RN3779E50813S01-3,,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"195,00","8,80","15,40","12,20"
Renault,Symbol,"Symbol 1,6 Lts. SOHC Sedan 4P. T/M Motor Otto",4x2,M,Gasolina,1.6,Sedan,RN5333E50813S00-K,9/30/13,LPO,Industria Automotríz Francomecánica S.A.,EURO V,"174,00","10,20","16,30","13,60"
Skoda,Citigo,"Citigo 1,0 Lts. DOHC Hatch Back 3P. T/M Motor CHYB Otto",4x2,M,Gasolina,1,Hatch Back,SK4679E50414S00-3,6/28/12,LPO,Porsche Chile SPA,EURO V,"101,00","18,90","25,60","22,70"
Skoda,Fabia,"Fabia 1,2 Lts. TFS SOHC Hatch Back 5P. T/M Motor CBZA Otto",CT,M,Gasolina,1.2,Hatch Back,SK5859E50714S00-1,8/14/14,LPO,Porsche Chile SPA,EURO V,"126,00","14,70","21,70","18,50"
Skoda,Fabia,"Fabia 1,2 Lts. TDI DOHC Hatch Back 5P. T/M Motor CFWA Diesel",CT,M,Diesel,1.2,Hatch Back,SK5843E50714S00-4,8/14/14,LPD,Porsche Chile SPA,EURO V,"107,00","19,60","27,80","24,40"
Skoda,Fabia,"Fabia 1,4 Lts. T-FSI DOHC Hatch Back 5P. T/A Motor CTHE Otto",4x2,A,Gasolina,1.4,Hatch Back,SK4553E50613S00-5,2/27/12,LPO,Porsche Chile SPA,EURO V,"146,00","11,70","21,00","16,30"
Skoda,Fabia,"Fabia 1,6 Lts. TDI DOHC Hatch Back 5P. T/M Motor CAYC Diesel",4x2,M,Diesel,1.6,Hatch Back,SK4376E50811S00-K,9/30/11,LPD,Porsche Chile SPA,EURO V,"130,00","15,80","24,30","20,30"
Skoda,Octavia,"Octavia 1,6 Lts. TDI DOHC Sedan 4P. T/M Motor CAYC Diesel",4x2,M,Diesel,1.6,Sedan,SK4475E51111S00-2,12/16/11,LPD,Porsche Chile SPA,EURO V,"144,00","14,20","22,10","18,30"
Skoda,Octavia,"Octavia 1,4 Lts. TSI DOHC Sedan 4P. T/M 4x2 Motor CHPA Otto",4x2,M,Gasolina,1.4,Sedan,SK5396E51013S00-9,11/25/13,LPO,Porsche Chile SPA,EURO V,"124,00","15,20","21,30","18,50"
Skoda,Octavia,"Octavia 1,4 Lts. TSI DOHC Station Wagon 4P. T/M 4x2 Motor CHPA Otto",4x2,M,Gasolina,1.4,Station Wagon,SK5396E51013S01-2,,LPO,Porsche Chile SPA,EURO V,"124,00","15,20","21,30","18,50"
Skoda,Octavia,"Octavia 1,6 Lts. TDI DOHC Sedan 4P. T/A Motor CAYC Diesel",4x2,A,Diesel,1.6,Sedan,SK4286E50611S00-2,8/9/11,LPD,Porsche Chile SPA,EURO V,"142,00","15,40","21,20","18,60"
Skoda,Octavia,"Octavia 1,4 Lts. TSI DOHC Sedan 4P. T/A 4x2 Motor CHPA Otto",4x2,A,Gasolina,1.4,Sedan,SK5395E51013S00-3,11/28/13,LPO,Porsche Chile SPA,EURO V,"121,00","15,90","21,70","19,20"
Skoda,Octavia,"Octavia 1,4 Lts. TSI DOHC Station Wagon 4P. T/A 4x2 Motor CHPA Otto",4x2,A,Gasolina,1.4,Station Wagon,SK5395E51013S01-7,,LPO,Porsche Chile SPA,EURO V,"116,00","16,40","22,70","20,00"
Skoda,Octavia,"Octavia 2,0 Lts. TDI DOHC Sedan 5P. T/A Motor CKFC Diesel",CT,A,Diesel,2,Sedan,SK5415E51113S00-K,12/18/13,LPD,Porsche Chile SPA,EURO V,"124,00","18,90","23,30","21,30"
Skoda,Octavia,"Octavia 2,0 Lts. TDI DOHC Station Wagon 5P. T/A Motor CKFC Diesel",CT,A,Diesel,2,Station Wagon,SK5415E51113S01-3,,LPD,Porsche Chile SPA,EURO V,"124,00","18,90","23,30","21,30"
Skoda,Octavia,"Octavia 1,6 Lts. TDI DOHC Station Wagon 5P. T/A 4x2 Motor CLHA Diesel",4x2,A,Diesel,1.6,Station Wagon,SK5404E51113S01-3,,LPD,Porsche Chile SPA,EURO V,"114,00","19,20","25,00","22,70"
Skoda,Octavia,"Octavia 1,6 Lts. TDI DOHC Sedan 5P. T/A 4x2 Motor CLHA Diesel",4x2,A,Diesel,1.6,Sedan,SK5404E51113S00-K,11/26/13,LPD,Porsche Chile SPA,EURO V,"104,00","20,80","27,80","25,00"
Skoda,Octavia,"Octavia 1,6 Lts. TDI DOHC Station Wagon 5P. T/M 4x2 Motor CLHA Diesel",4x2,M,Diesel,1.6,Station Wagon,SK5405E51113S01-9,,LPD,Porsche Chile SPA,EURO V,"104,00","20,80","28,60","25,00"
Skoda,Octavia,"Octavia 1,6 Lts. TDI DOHC Sedan 5P. T/M 4x2 Motor CLHA Diesel",4x2,M,Diesel,1.6,Sedan,SK5405E51113S00-5,11/28/13,LPD,Porsche Chile SPA,EURO V,"99,00","21,70","30,30","26,30"
Skoda,Octavia RS,"Octavia RS 2,0 Lts. TSI DOHC Sedan 5P. T/A Motor CHHB Otto",CT,A,Gasolina,2,Sedan,SK6016E51114S00-4,12/19/14,LPO,Porsche Chile SPA,EURO V,"177,00","9,80","17,10","13,40"
Skoda,Rapid,"Rapid 1,2 Lts. TSI SOHC Sedan 4P. T/M Motor CVZB Otto",4x2,M,Gasolina,1.2,Sedan,SK5003E50414S00-K,3/14/13,LPO,Porsche Chile SPA,EURO V,"130,00","14,50","21,70","18,50"
Skoda,Rapid,"Rapid 1,2 Lts. TSI SOHC Hatch Back 5P. T/M Motor CVZB Otto",4x2,M,Gasolina,1.2,Hatch Back,SK5003E50414S01-3,,LPO,Porsche Chile SPA,EURO V,"130,00","14,50","21,70","18,50"
Skoda,Rapid,"Rapid 1,4 Lts. TSI DOHC Sedan 5P. T/A Motor CAXA Otto",4x2,A,Gasolina,1.4,Sedan,SK5485E50114S00-4,1/29/14,LPO,Porsche Chile SPA,EURO V,"139,00","13,20","20,00","16,70"
